Job Name ,Job Link,Job Description,Job Location,Company Name
Corporate Financial Budget Controller / Planning & Analysis Manager,https://wuzzuf.net/jobs/p/JIAebrA7DjWy-Corporate-Financial-Budget-Controller-Planning-Analysis-Manager-شركه-طنطا-موتورز-Cairo-Egypt,Full TimeOn-siteManager · 15 - 20 Yrs of Exp · Accounting/Finance · Accounting · Finance · Manufacturing · Financial,"Nasr City, Cairo, Egypt ",شركه طنطا موتورز -
Business Development Associate,https://wuzzuf.net/jobs/p/1V0CbC176Qud-Business-Development-Associate-Sericom-Cairo-Egypt,Full TimeHybridExperienced · 2+ Yrs of Exp · Business Development · Analyst/Research · Strategy/Consulting · Business Development · Analysis,"New Cairo, Cairo, Egypt ",Sericom  -
Accounting Manager,https://wuzzuf.net/jobs/p/l84oDnyCHUS3-Accounting-Manager-Alex-outsource-Cairo-Egypt,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Accounting/Finance · Operations/Management · CRM · Communication · Business Administration · Accounting Software · excel · Finance · Financial Analysis · Financial Management,"Cairo, Egypt ",Alex outsource -
Financial Analysis Manager (Home Appliances),https://wuzzuf.net/jobs/p/K99PZpcKuYZB-Financial-Analysis-Manager-Home-Appliances-Alarabia-Group-Cairo-Egypt,Full TimeOn-siteSenior Management · 8 - 12 Yrs of Exp · Accounting/Finance · Analyst/Research · Sales/Retail · Accounting · Analysis · Finance · Financial Analysis · Reporting · Financial Management · business,"Cairo, Egypt ",Alarabia Group -
Automotive Market Research Specialist,https://wuzzuf.net/jobs/p/nxOzdJ472q8S-Automotive-Market-Research-Specialist-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · business · Communication · Data Analysis · E-Marketing · Engineering · English,"New Cairo, Cairo, Egypt ",Confidential -
Commercial Excellence Sales Analyst,https://wuzzuf.net/jobs/p/4HQVWMLqAm61-Commercial-Excellence-Sales-Analyst-Infinity-Clinic-Pharma-Cairo-Egypt,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Business Development · Analyst/Research · Sales/Retail · Analysis · Analyst · BI · Business Analyst · Power BI · Sales Analyst · Commercial,"Nasr City, Cairo, Egypt ",Infinity Clinic Pharma -
Senior Odoo Functional Consultant,https://wuzzuf.net/jobs/p/BktRpbyTvbf4-Senior-Odoo-Functional-Consultant-willys-kitchen-Egypt-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 5 Yrs of Exp · males_only · IT/Software Development · Analysis · Computer Science · ERP Implementation · Information Technology (IT),"Cairo, Egypt ",willys kitchen-Egypt -
Senior Accountant,https://wuzzuf.net/jobs/p/Z5fs0wUYhXlO-Senior-Accountant-Data-Science-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Accounting · Accounting Software · Data Entry · excel · Finance · Financial Management · Microsoft Excel · Financial Analysis,"Hadayek October, Giza, Egypt ",Data Science -
Senior Sales operation,https://wuzzuf.net/jobs/p/chhYmiDx424q-Senior-Sales-operation-Royal-Herbs-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Analyst/Research · Sales/Retail · Sales Operations · Sales · Operations · Analysis,"Haram, Giza, Egypt ",Royal Herbs  -
Chief Financial Officer (CFO),https://wuzzuf.net/jobs/p/7iqQgTvzwLsU-Chief-Financial-Officer-CFO-Semak-Giza-Egypt,Full TimeOn-siteSenior Management · 13 - 15 Yrs of Exp · Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · CFO · CMA · Finance · Accounting · IFRS · Financial Management · Financial Analysis,"Dokki, Giza, Egypt ",Semak -
Business Market Researcher,https://wuzzuf.net/jobs/p/7I7qVlbYllWk-Business-Market-Researcher-MENA-INTEL-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Analyst/Research · Sales/Retail · English · Communication skills · Telesales · Social Media · Market Research · Research Analysis · Customer Support,"Nasr City, Cairo, Egypt ",MENA INTEL -
Product Owner,https://wuzzuf.net/jobs/p/fNRYRG86hafN-Product-Owner-WUZZUF-Cairo-Egypt,Full TimeHybridEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Project/Program Management · Engineering - Telecom/Technology · Communication skills · Computer Science · Engineering · English · Information Technology (IT) · Product · Product Management,"Cairo, Egypt ",WUZZUF -
Internal Auditor,https://wuzzuf.net/jobs/p/CAP9bLFj0cFL-Internal-Auditor-EgyptExpress-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Audit · Accounting · Audit Firm · auditor · Financial Analysis,"Cairo, Egypt ",EgyptExpress -
Sales Analyst,https://wuzzuf.net/jobs/p/PP9wgVEtXgp4-Sales-Analyst-GPS-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Sales/Retail · Sales · Analysis · Sales Analysis · Sales Analyst · sales skills,"Cairo, Egypt ",GPS -
Quality Assurance Supervisor,https://wuzzuf.net/jobs/p/RjvnpWbLFALt-Quality-Assurance-Supervisor-Anchor-Consultancy-Cairo-Egypt,Full TimeOn-siteManager · 4 - 7 Yrs of Exp · Hospitality/Hotels/Food Services · Logistics/Supply Chain · Quality · Analysis · Quality Control · Quality Assurance · quality · Communication skills · QA,"Zamalek, Cairo, Egypt ",Anchor Consultancy -
Cost Controller - Restaurant/Café,https://wuzzuf.net/jobs/p/KqfkEBFx6XzO-Cost-Controller---RestaurantCafé-tayf-egypt-Cairo-Egypt,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Accounting/Finance · Cost Control · Control · Financial Analysis · Budget,"New Cairo, Cairo, Egypt ",tayf egypt   -
Financial Analyst - Alshorouk Hospital,https://wuzzuf.net/jobs/p/v9veP1dLcuJ9-Financial-Analyst---Alshorouk-Hospital-Cleopatra-Hospitals-Group-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Medical/Healthcare · Analyst · Financial · financial analyst · Finance · Financial Analysis · Healthcare,"Mohandessin, Giza, Egypt ",Cleopatra Hospitals Group -
Media buying and marketing specialist,https://wuzzuf.net/jobs/p/nMSvEW7MkCJz-Media-buying-and-marketing-specialist-MOTHOL-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Advertising · Marketing · media · social · Social Media · Buyer,"Nasr City, Cairo, Egypt ",MOTHOL -
Financial Auditor,https://wuzzuf.net/jobs/p/GYl1DZogHHt4-Financial-Auditor-Emco-Tech-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting · Financial Accounting · Financial Analysis · Finance · Auditing,"Sheraton, Cairo, Egypt ",Emco Tech -
Cost Controller,https://wuzzuf.net/jobs/p/3m63jnlaFNd2-Cost-Controller-Mr-Tailor-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Fashion · Accounting · Analysis · Budgeting · Cost Control · Finance · Financial Analysis · Microsoft Excel,"Maadi, Cairo, Egypt ",Mr. Tailor -
Finance Manager,https://wuzzuf.net/jobs/p/VSZD6Q66fUwv-Finance-Manager-First-Capital-Investment-Sharqia-Egypt,Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting · Finance · Analysis · Financial Analysis · Financial Management · Manufacturing · CMA · English · Financial,"10th of Ramadan City, Sharqia, Egypt ",First Capital Investment  -
General Accountant (AR),https://wuzzuf.net/jobs/p/dFH6AYH2ZgRu-General-Accountant-AR-Alwadi-Holding-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · AR · Communication · Accounting · Communication skills · ERP · English · Financial Analysis · IFRS · Management,"Mohandessin, Giza, Egypt ",Alwadi Holding -
Financial Analyst,https://wuzzuf.net/jobs/p/SAE8hwRrtNk5-Financial-Analyst-SAYYAD-Holding-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · Operations/Management · Analyst/Research · Accounting · Finance · Financial Analysis · Analysis · Commerce · Financial Forecasting · Financial,"Heliopolis, Cairo, Egypt ",SAYYAD Holding  -
Financial Manager,https://wuzzuf.net/jobs/p/G9RZF0ShX1nv-Financial-Manager-Start-Tech-Giza-Egypt,Full TimeOn-siteManager · 8 - 10 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Financial Analysis · Financial Management · Reporting · Business Administration · CFA · CPA · Financial,"Giza, Giza, Egypt ",Start Tech  -
Sr. Financial Analyst,https://wuzzuf.net/jobs/p/KvDpm9ArYmbN-Sr-Financial-Analyst-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Analysis · CMA · CPA · English · Finance · Financial · Financial Analysis,"Maadi, Cairo, Egypt ",Hands of Hope Physical Therapy & Wellness -
Cost Controller,https://wuzzuf.net/jobs/p/qgwl60X71PNu-Cost-Controller-Calories-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Accounting/Finance · Accounting · Budget · Control · Cost · Cost Analysis · Cost Control · Finance · inventory · Inventory Control,"New Cairo, Cairo, Egypt ",Calories  -
Sales Analyst,https://wuzzuf.net/jobs/p/AYYja653UWGw-Sales-Analyst-Americana-Foods-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · Logistics/Supply Chain · Analysis · Data Analysis · Sales · Export Sales · Export,"New Cairo, Cairo, Egypt ",Americana Foods -
Financial Analyst - English Speaker,https://wuzzuf.net/jobs/p/Lic9UygrHg2c-Financial-Analyst---English-Speaker-London-International-Patient-Services-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · Accounting · analytical · Commerce · CFA · Financial Analysis · Forecasting · Reporting,"Heliopolis, Cairo, Egypt ",London International Patient Services -
Marketing Automation Specialist,https://wuzzuf.net/jobs/p/M2ILy9mD6nFA-Marketing-Automation-Specialist-Mantrac-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · E-Marketing · Marketing · Social Media · media · B2B · CRM · Google Analytics · SEO,"Cairo, Egypt ",Mantrac -
Senior Financial Analyst,https://wuzzuf.net/jobs/p/TAUJmtlbuFww-Senior-Financial-Analyst-Fawry-Plus-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Analyst/Research · Accounting · Analyst · Finance · Financial · Financial Analysis · financial analyst · Financial Management,"Smart Village, Giza, Egypt ",Fawry Plus -
Quality Assurance Head,https://wuzzuf.net/jobs/p/x7V9bfAx3s8o-Quality-Assurance-Head-IGT-Solutions-Cairo-Egypt,Full TimeOn-siteManager · 3 - 7 Yrs of Exp · Project/Program Management · Quality · Analysis · quality · Quality Control · Quality Assurance · QA,"Maadi, Cairo, Egypt ",IGT Solutions -
Junior Internal Auditor,https://wuzzuf.net/jobs/p/JDAuBwn9KkZI-Junior-Internal-Auditor-Giza-Egypt,Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Analysis · ERP · excel · Finance · Financial Analysis · Certified Internal Auditor · Auditing · Commerce,"6th of October, Giza, Egypt ",Confidential -
Cost Accounting Manager,https://wuzzuf.net/jobs/p/V3xrdmps8wBF-Cost-Accounting-Manager-Alex-international-Company-Alexandria-Egypt,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · males_only · Accounting/Finance · Operations/Management · Analyst/Research · Finance · Cost Accounting · Accounting · Financial Analysis · Industrial · Leadership · Communication skills,"Smouha, Alexandria, Egypt ",Alex international Company -
Field Coordinators-Aswan,https://wuzzuf.net/jobs/p/Opezv4o4KhLH-Field-Coordinators-Aswan-Misr-Elkheir-Foundation-Aswan-Egypt,Full TimeFreelance / ProjectOn-siteExperienced · 3 - 5 Yrs of Exp · females_preferred · Administration · Operations/Management · Manufacturing/Production · Administration · Agriculture · Microsoft Office · Project · Agricultural Development · Admin · English,"Aswan, Aswan, Egypt ",Misr Elkheir Foundation -
Accounting Manager,https://wuzzuf.net/jobs/p/So2nIkD5eF7p-Accounting-Manager-Capital-Guard-Cairo-Egypt,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Accounting/Finance · Administration · Accounting · Finance · Financial Analysis · Financial Management · IFRS · MS Office · ERP · English,"Sheraton, Cairo, Egypt ",Capital Guard -
Financial Market Trading Analyst,https://wuzzuf.net/jobs/p/AS8PqlUyg7cX-Financial-Market-Trading-Analyst-BTC-Egypt-Gold-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Analyst/Research · Financial Analysis · Analyst · financial analyst · CETA · CFTE,"Heliopolis, Cairo, Egypt ",BTC-Egypt Gold -
Inventory Manager,https://wuzzuf.net/jobs/p/IhKGj4IVvVEQ-Inventory-Manager-Al-Reda-Company-for-Import-Export-Cairo-Egypt,Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Operations/Management · Administration · Analysis · business · Business Administration · ERP · Forecasting · inventory,"Cairo, Egypt ",Al Reda Company for Import & Export -
Chief Accountant,https://wuzzuf.net/jobs/p/R7rxuwdYKzcx-Chief-Accountant-Talaat-Moustafa-Group-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · CMA · IFRS · Accounting · SAP · MS Excel · Financial Accounting · Financial Data Analysis,"Dokki, Giza, Egypt ",Talaat Moustafa Group -
Accounting Manager - Tanta,https://wuzzuf.net/jobs/p/Cpaf6bsHEq0T-Accounting-Manager---Tanta-EL-RAYA-Gharbia-Egypt,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Operations/Management · Accounting · Finance · Financial Management · Manager · Financial Analysis · Accounting Manager,"Tanta, Gharbia, Egypt ",EL-RAYA -
Senior Cost Accountant,https://wuzzuf.net/jobs/p/t5JfYqz6689p-Senior-Cost-Accountant-Kandil-Glass-Cairo-Egypt,Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Business Analysis · Finance Analysis · Accounting · Cost Accounting · Cost Analysis · Cost · Finance · analytical,"10th of Ramadan City, Cairo, Egypt ",Kandil Glass -
Instrumentation Service Engineer,https://wuzzuf.net/jobs/p/xEdyQ1Fj40Xs-Instrumentation-Service-Engineer-RMS-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Engineering - Other · Engineering · Technical Sales · instrumentation · Analysis · Communication · PLC · Troubleshooting,"Mohandessin, Giza, Egypt ",RMS -
Cost Accountant,https://wuzzuf.net/jobs/p/K9j8JF3ogcJc-Cost-Accountant-DABBAGH-Group-Cairo-Egypt,Full TimeOn-siteExperienced · 5+ Yrs of Exp · Accounting/Finance · Accounting · analytical · Communication skills · Cost · Cost Accounting · Cost Analysis · ERP · excel · Finance,"Cairo, Egypt ",DABBAGH Group  -
Quality Assurance Manager,https://wuzzuf.net/jobs/p/mh7cfV7PoTt4-Quality-Assurance-Manager-Cairo-Egypt,Full TimeHybridManager · 12 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Construction · Analysis · Quality Assurance · Leadership · ISO · Engineering · MS Office,"Maadi, Cairo, Egypt ",Confidential -
R & D Head,https://wuzzuf.net/jobs/p/0R69ETzGhySq-R-D-Head-Sharqia-Egypt,Full TimeOn-siteSenior Management · 5 - 8 Yrs of Exp · R&D/Science · Operations/Management · Manufacturing/Production · Analysis · Communication skills · Computer Skills · Research · Product Development · confectionery · FMCG,"10th of Ramadan City, Sharqia, Egypt ",Confidential -
General Accountant,https://wuzzuf.net/jobs/p/HLrBMTMAd83N-General-Accountant-Magnet-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · analytical · Finance · QuickBooks · SAP · Software,"Giza, Giza, Egypt ",Magnet  -
Accounting Manager,https://wuzzuf.net/jobs/p/FfZaWVme34S6-Accounting-Manager-Twelve-for-financial-and-administrative-services-Giza-Egypt,Full TimeOn-siteManager · 8 - 15 Yrs of Exp · Accounting/Finance · Retail · Fashion · Finance · Accounting · Financial Analysis,"Mohandessin, Giza, Egypt ",Twelve for financial and administrative services -
Financial Controller,https://wuzzuf.net/jobs/p/XERIZFVwZ2Mq-Financial-Controller-Cairo-Egypt,Full TimeOn-siteExperienced · 10 - 15 Yrs of Exp · Accounting/Finance · ACCA · Accounting · CMA · Commerce · CPA · English · ERP · Finance · Financial Analysis,"Cairo, Egypt ",Confidential -
Quality Assurance Specialist -(Service Quality),https://wuzzuf.net/jobs/p/4hyelG72MbeW-Quality-Assurance-Specialist--Service-Quality-Digital-Bridges-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Quality · Quality Assurance · QA · Quality Control · English · quality · Analysis · Writing,"Maadi, Cairo, Egypt ",Digital Bridges -
Accounting Manager,https://wuzzuf.net/jobs/p/x87EipDrUhE4-Accounting-Manager-Giza-Egypt,Full TimeOn-siteManager · 3 - 15 Yrs of Exp · Accounting/Finance · Accounting · Accounting Systems · Finance · Financial Analysis · Financial Management,"Giza, Giza, Egypt ",Confidential -
Accounting Manager,https://wuzzuf.net/jobs/p/C8CnVYh1Fee4-Accounting-Manager-jouri-Cairo-Egypt,Full TimeOn-siteExperienced · 8 - 15 Yrs of Exp · Accounting/Finance · Financial Accounting · Financial Reports · Accounting · Finance · Financial Analysis · Financial · Compliance · Financial Management · Transactions,"Ain Shams, Cairo, Egypt ",jouri -
