Job Name ,Job Link,Job Description,Job Location,Company Name
Planning Engineer,https://wuzzuf.net/jobs/p/LhDkEDRY5Dka-Planning-Engineer-Projecs-International-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil Engineering · Project Management · Scheduling · Primavera · Planning · CPM,"6th of October, Giza, Egypt ",Projecs International -
Senior Cost Accountant,https://wuzzuf.net/jobs/p/kGwAPBrAeUTS-Senior-Cost-Accountant-MATGR-For-Engineering-And-Trading-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Manufacturing/Production · Accounting · Cost Analyst · Finance · Cost,"New Cairo, Cairo, Egypt ",MATGR For Engineering And Trading -
System Reliability Engineer,https://wuzzuf.net/jobs/p/xM9BRabrATDk-System-Reliability-Engineer-GET-Group--Egypt-Cairo-Egypt,Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Computer Science · Computer Engineering · Information Technology (IT) · System engineer · DevOps · Vmware · Linux · Azure · Automation,"Cairo, Egypt ",GET Group- Egypt -
Senior Compensation & Benefits Specialist,https://wuzzuf.net/jobs/p/jEcEE6G63yDh-Senior-Compensation-Benefits-Specialist-ESLSCA-University-Giza-Egypt,Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · Human Resources · Benefits · Compensation · Compensation and Benefits · Human Resources (HR) · business · Business Administration · English · ERP · HR,"6th of October, Giza, Egypt ",ESLSCA University -
Demand Planner,https://wuzzuf.net/jobs/p/rMIZa2H0rFPn-Demand-Planner-Sphinx-Glass-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Engineering - Other · Engineering · Inventory Management · SAP · demand · inventory · Logistics · Supply Chain,"Maadi, Cairo, Egypt ",Sphinx Glass -
Executive Secretary Administrator,https://wuzzuf.net/jobs/p/4ZAQPu9IDGha-Executive-Secretary-Administrator-ALWAN-AL-ALBARQ-Cairo-Egypt,Full TimeRemoteSenior Management · 5 - 7 Yrs of Exp · Business Development · Project/Program Management · Strategy/Consulting · Management · Business Administration · Administration,"Nasr City, Cairo, Egypt ",ALWAN AL ALBARQ  -
Product Managers (Electrical Engineers),https://wuzzuf.net/jobs/p/1IWwscnhaHI4-Product-Managers-Electrical-Engineers-ARC-Technologies-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Business Development · Marketing/PR/Advertising · Engineering - Mechanical/Electrical · Engineering · Marketing · Product Management · Product · Business Development · Sales · Electrical Engineering,"Nasr City, Cairo, Egypt ",ARC Technologies -
financial Operation,https://wuzzuf.net/jobs/p/xiThMyKzSPAb-financial-Operation-Giza-Egypt,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Accounting principles · Financial · Accounting Software · Financial Statements · Finance,"6th of October, Giza, Egypt ",Confidential -
Project Quality Control lead,https://wuzzuf.net/jobs/p/YNcn6D3BQpNB-Project-Quality-Control-lead-National-Electricity-Technology-Co-Cairo-Egypt,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · males_only · Quality · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Electrical Engineering · Engineering · ISO · PMP · Quality Assurance · quality · Quality Control,"Cairo, Egypt ",National Electricity Technology Co. -
SEO Manager,https://wuzzuf.net/jobs/p/tENrzcwWFKb7-SEO-Manager-Mediboost-Alexandria-Egypt,Full TimeRemoteExperienced · 5+ Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · Project Management · SEO · Team management · Leadership,"Alexandria, Egypt ",Mediboost -
Senior Quality Assurance Specialist,https://wuzzuf.net/jobs/p/d9ft1ZcN6CjI-Senior-Quality-Assurance-Specialist-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Quality · Quality · QA · Microsoft Office · Management · Time Management · Quality Assurance · ISO 9001 · Iso 45001,"Giza, Egypt ",Confidential -
Sales Advisor,https://wuzzuf.net/jobs/p/E4EEJsjr8fgq-Sales-Advisor-Tahawer-Properties-Dakahlia-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Team Leadership · Organizing,"Mansoura, Dakahlia, Egypt ",Tahawer Properties -
SR. Procurement Specialist (Chemical Background),https://wuzzuf.net/jobs/p/s70yQ87UY2Vg-SR-Procurement-Specialist-Chemical-Background-Floortec-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · males_only · Logistics/Supply Chain · Manufacturing/Production · Purchasing/Procurement · Purchasing · Procurement · Supply Chain · Vendor · Pricing · Logistics · Chemistry,"6th of October, Giza, Egypt ",Floortec -
Senior Production Engineer,https://wuzzuf.net/jobs/p/roVwDDfRGcLt-Senior-Production-Engineer-TechnoBit-Group-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Manufacturing/Production · Engineering - Other · Production · Engineering · Manufacturing · Communication Skills · CAD · MS Office · Skills · Communication,"Obour City, Cairo, Egypt ",TechnoBit Group -
Digital marketing specialist,https://wuzzuf.net/jobs/p/Kox3cXonFAQ0-Digital-marketing-specialist-Some-Skin-Care-Cairo-Egypt,Full TimeOn-siteExperienced · 3+ Yrs of Exp · females_only · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Creative · Communication · Google Ads,"New Cairo, Cairo, Egypt ",Some Skin Care  -
Marketing Specialist,https://wuzzuf.net/jobs/p/aiJFNI0mROsu-Marketing-Specialist-Kandil-Steel-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Market Research · Research · Marketing,"Obour City, Cairo, Egypt ",Kandil Steel -
Cost estimator - construction,https://wuzzuf.net/jobs/p/QMlAWedbObP1-Cost-estimator---construction-Mobica-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · Estimation · Engineering · Cost Estimation · Construction · Communication · English,"Dokki, Giza, Egypt ",Mobica -
Sales & Marketing Executive,https://wuzzuf.net/jobs/p/bWYSdRkraCj9-Sales-Marketing-Executive-Khobar-Saudi-Arabia,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Business Administration · Management · Market Research · Sales · sales skills · Sales Target · Marketing · Communication,"Khobar, Saudi Arabia ",Confidential -
Customer Service Director,https://wuzzuf.net/jobs/p/KO5OHAFetesn-Customer-Service-Director-Selema-Gold-Cairo-Egypt,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer · Customer Support,"Nasr City, Cairo, Egypt ",Selema Gold -
Internal Auditor Specialist,https://wuzzuf.net/jobs/p/qlyKRGyzj6TN-Internal-Auditor-Specialist-Cairo-Egypt,Full TimeOn-siteExperienced · 5+ Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Auditing,"Cairo, Egypt ",Confidential -
Senior Full stack developer,https://wuzzuf.net/jobs/p/Q4zr4d5FqcUo-Senior-Full-stack-developer-MTS-IT-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · HTML · Full Stack · Information Technology (IT) · JavaScript · jQuery · MySQL,"Maadi, Cairo, Egypt ",MTS-IT -
Mechanical Maintenance Engineer (Minya),https://wuzzuf.net/jobs/p/ylpA9bDKjmrG-Mechanical-Maintenance-Engineer-Minya-Asfour-Crystal-Minya-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · Engineering · Maintenance · Mechatronics · troubleshoot · Production · Mechatronics Engineering · English,"Minya, Egypt ",Asfour Crystal -
Cost Accountant,https://wuzzuf.net/jobs/p/U1bXFYpKRd36-Cost-Accountant-Nile-Development-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · accountant · Accounting · Accounting Software · Cost · Cost Accounting · Finance · GAAP · Financial Analysis · excel,"New Cairo, Cairo, Egypt ",Nile Development  -
Accountant,https://wuzzuf.net/jobs/p/iqMhSOc9cIdP-Accountant-Aly-Arafa-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Accounting · Accounting Software · CMA · CPA · Finance · Financial Analysis · Financial Management · excel,"New Cairo, Cairo, Egypt ",Aly Arafa -
Operations Specialist,https://wuzzuf.net/jobs/p/iSMbZCx6xOSy-Operations-Specialist-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Operations/Management · Communication · Administration,"6th of October, Giza, Egypt ",Fawry for Banking Technology and Electronic Payments S.A.E -
GIS Specialists,https://wuzzuf.net/jobs/p/Ak79NKvrJuRp-GIS-Specialists-United-ATS-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Geographic Information System · Information Technology (IT) · GIS,"Obour City, Cairo, Egypt ",United ATS -
Senior Media Buyer,https://wuzzuf.net/jobs/p/XHzeYuJNCiL6-Senior-Media-Buyer-Al-Tamimi-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Advertising · Communication · Digital · Digital Marketing · digital marketing · English · facebook,"Maadi, Cairo, Egypt ",Al Tamimi  -
Mechanical Estimator & Draftsman,https://wuzzuf.net/jobs/p/LN3VPTwUnjVm-Mechanical-Estimator-Draftsman-voltflux-electromechanical-works-Dubai-United-Arab-Emirates,Full TimeOn-siteExperienced · 6+ Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Draftsman · HVAC · Mechanical · Mechanical Engineering · Revit · Plumbing · Fire Fighting · CAD,"Dubai, United Arab Emirates ",voltflux electromechanical works -
SAP RE Consultant,https://wuzzuf.net/jobs/p/L6XpQRIa4eTZ-SAP-RE-Consultant-Better-Home-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · SAP · Engineering,"New Cairo, Cairo, Egypt ",Better Home -
Export Manager – Grains & Agricultural Crops’ End Products and Foodstuff,https://wuzzuf.net/jobs/p/H3OhQFEdixpb-Export-Manager-–-Grains-Agricultural-Crops’-End-Products-and-Foodstuff-Venus-International-Free-Zone-Giza-Egypt,Full TimeOn-siteManager · 5 - 13 Yrs of Exp · males_only · Other · export · grains · Market Research · customs · liase · Financial Management · Quality Management,"6th of October, Giza, Egypt ",Venus International Free Zone   -
Accountant,https://wuzzuf.net/jobs/p/2QZDbiqPHeRb-Accountant-Support-lines-Riyadh-Saudi-Arabia,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · Finance · Accounting · Financial Management · Financial Analysis,"Riyadh, Saudi Arabia ",Support-lines -
Digital Marketing Executive,https://wuzzuf.net/jobs/p/aTqya1AUjvms-Digital-Marketing-Executive-GPS-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital · Digital Marketing · E-Marketing · E-Learning · Marketing · CRM · Market Research · Social Media,"Heliopolis, Cairo, Egypt ",GPS -
Chemist,https://wuzzuf.net/jobs/p/AmxEVZuRVhJu-Chemist-Al-Ahly-Medical-Company-Cairo-Egypt,Full TimeOn-siteEntry Level · 1+ Yrs of Exp · males_preferred · R&D/Science · Pharmaceutical · Chemistry · Science · Healthcare · Pharmaceutical,"Mokattam, Cairo, Egypt ",Al Ahly Medical Company -
Purchasing Specialist (Cosmetics),https://wuzzuf.net/jobs/p/n1edc1Jb1EZY-Purchasing-Specialist-Cosmetics-MINISO-LIFE-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · English · MS Office · negotiation skills · Purchasing · Logistics · Procurement · Negotiation · Supply Chain · Retail,"Nasr City, Cairo, Egypt ",MINISO LIFE -
Purchasing Specialist,https://wuzzuf.net/jobs/p/ORdmbFSrZFcS-Purchasing-Specialist-MINISO-LIFE-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · English · MS Office · negotiation skills · Purchasing · Logistics · Procurement · Negotiation · Supply Chain · Retail,"Nasr City, Cairo, Egypt ",MINISO LIFE -
Electrical Engineer,https://wuzzuf.net/jobs/p/THSd184Wo806-Electrical-Engineer-Contracting-and-housing-company-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Sales/Retail · Engineering - Mechanical/Electrical · Engineering - Other · Electrical Engineer · Electrical Engineering · Electrical,"New Cairo, Cairo, Egypt ",Contracting and housing company -
District Manager- Hospitals/Institutional Business,https://wuzzuf.net/jobs/p/XyNJdpWTk6tN-District-Manager--HospitalsInstitutional-Business-STIO-Life-Science-Cairo-Egypt,Full TimeOn-siteExperienced · 4 - 5 Yrs of Exp · Medical/Healthcare · Pharmaceutical · Management · Sales · sales skills · Hospitals · business · Finance · Marketing,"Cairo, Egypt ",STIO Life Science -
Senior Procurement Officer,https://wuzzuf.net/jobs/p/WcoNn1xYmVS4-Senior-Procurement-Officer-Zewail-City-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · Procurement · Purchasing · Communication · English · Microsoft Office,"6th of October, Giza, Egypt ",Zewail City -
Mechanical Engineer,https://wuzzuf.net/jobs/p/abTDFE1niwOx-Mechanical-Engineer-Al-Tawhid-for-Trading-Import-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · Maintenance · 3D · AutoCAD · Design · Electrical Engineering · Engineering · Management · Manufacturing,"Downtown, Cairo, Egypt ",Al-Tawhid for Trading & Import -
Mechanical Engineer,https://wuzzuf.net/jobs/p/pYmxgte6XIRx-Mechanical-Engineer-Al-Safwa-Engineering-Industry-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · 3D · AutoCAD · Mechanical Engineering · Mechanical · technical · Design · Engineering,"6th of October, Giza, Egypt ",Al-Safwa Engineering Industry -
E-Commerce Sales Representative,https://wuzzuf.net/jobs/p/INmHIKnxyCD4-E-Commerce-Sales-Representative-Cairo-Egypt,Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Account Management · Communication · Communication skills · CRM · Customer Service · E-Commerce · Sales,"Cairo, Egypt ",Confidential -
Quality Assurance /quality control manager,https://wuzzuf.net/jobs/p/J76gNWzg1DTV-Quality-Assurance-quality-control-manager-ksteel-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 9 Yrs of Exp · Quality · ISO · ISO 9001 · Quality Assurance · Quality Management · quality,"10th of Ramadan City, Cairo, Egypt ",ksteel -
Oracle Financials Leader,https://wuzzuf.net/jobs/p/PVe87rV6Oalv-Oracle-Financials-Leader-Electrolux-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · business · Oracle ERP,"Cairo, Egypt ",Electrolux -
Electrical and Mechanical Tendering/Design Engineers – Electrical Switchgear,https://wuzzuf.net/jobs/p/tzqO58ocgWMP-Electrical-and-Mechanical-TenderingDesign-Engineers-–-Electrical-Switchgear-ARC-Technologies-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Other · Design · AutoCAD · Engineering · Manufacturing · Mechanical Engineering · Mechanical · English,"6th of October, Giza, Egypt ",ARC Technologies -
Senior Payroll Specialist,https://wuzzuf.net/jobs/p/AVDGnFcXKzAR-Senior-Payroll-Specialist-Just-HR-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Human Resources · Accounting · Communication · Finance · Human Resources (HR) · Human Resources · Payroll · Software · Tax,"Nasr City, Cairo, Egypt ",Just HR -
Cost Accountant,https://wuzzuf.net/jobs/p/JLs1hvAwHL7c-Cost-Accountant-Semak-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Accounting Software · Cost Accountant · Cost Accounting · Manufacturing · Finance · ERP · Odoo ERP,"Dokki, Giza, Egypt ",Semak -
Media Buyer - Social Media Campaigns Manager - Cairo/Alex,https://wuzzuf.net/jobs/p/ZJOPT0FEwDqq-Media-Buyer---Social-Media-Campaigns-Manager---CairoAlex-The-Connector-Consultancy-Cairo-Egypt,Full TimeHybridExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · Marketing · Social Media,"New Cairo, Cairo, Egypt ",The Connector Consultancy -
Sales Account Manager,https://wuzzuf.net/jobs/p/4mZlbZkXBFoL-Sales-Account-Manager-Target-Integrated-Systems-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Business Development · Sales/Retail · CRM · account manager · Sales · Sales Target · sales skills · Software · business · Communication,"Maadi, Cairo, Egypt ",Target Integrated Systems -
Odoo Implementer,https://wuzzuf.net/jobs/p/FuAwL0i8nhwf-Odoo-Implementer-Ibn-Sina-Pharma-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Odoo · ERP · Odoo Modules · Computer Science · Functional · inventory · Business Administration,"Maadi, Cairo, Egypt ",Ibn Sina Pharma -
R&D Formulation Specialist,https://wuzzuf.net/jobs/p/6cSA8lryAiEY-RD-Formulation-Specialist-APEX-Pharma-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Pharmaceutical · Research · Formulation · English · Microsoft Office · Pharmacy · Science,"Badr City, Cairo, Egypt ",APEX Pharma -
Talent Management and OD Section Head,https://wuzzuf.net/jobs/p/k6eNo6Fqa4XU-Talent-Management-and-OD-Section-Head-Alexandria-Egypt,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · Human Resources · Human Resources (HR) · OD · Organizational Development · Communication · Development · Recruitment,"Alexandria, Egypt ",Confidential -
General Accountant,https://wuzzuf.net/jobs/p/V1lHjNxoZtCU-General-Accountant-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · English · Communication skills,"Mohandessin, Giza, Egypt ",Confidential -
Senior Technical Sales Engineer,https://wuzzuf.net/jobs/p/Fj9JFO8xz2mN-Senior-Technical-Sales-Engineer-Asfour-Crystal-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Engineering - Mechanical/Electrical · Communication · Sales Target · Engineering · Customer Service · Business Administration,"Cairo, Egypt ",Asfour Crystal -
GL Accountant,https://wuzzuf.net/jobs/p/PsLsZbnNNVTY-GL-Accountant-OPPO-Egypt-Cairo-Egypt,Full TimeOn-siteExperienced · 6 - 7 Yrs of Exp · Accounting/Finance · Finance · Accounting · GL · Commerce · English · Financial Analysis · Financial Management · Microsoft Office · Communication Skills,"Nasr City, Cairo, Egypt ",OPPO Egypt  -
Phone Appointment Setter,https://wuzzuf.net/jobs/p/QKvN7hlwIRHV-Phone-Appointment-Setter-Generate-Listings-Brisbane-Australia,Full TimeRemoteExperienced · 2+ Yrs of Exp · Customer Service/Support · appointment setter · sales development · business development · sales · call centre · call center,"Brisbane, Australia ",Generate Listings -
Digital marketing specialist,https://wuzzuf.net/jobs/p/C0koc7OhXEM1-Digital-marketing-specialist-THRIII-Giza-Egypt,Full TimeHybridExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · digital marketing,"Mohandessin, Giza, Egypt ",THRIII -
General Accountant,https://wuzzuf.net/jobs/p/sQhACaEO2qEI-General-Accountant-AIPT-law-Office-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · Accounting Software · CMA · CPA · GAAP · General Ledger,"Cairo, Egypt ",AIP&T law Office  -
Finance Manager,https://wuzzuf.net/jobs/p/eoF70Z2UggeN-Finance-Manager-Maxevia-Corporate-Cairo-Egypt,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Cash Management · Financial Management · Retail · excel · Financial Analysis · Accounting Software · Management,"Nasr City, Cairo, Egypt ",Maxevia Corporate -
Medical Sales Representative,https://wuzzuf.net/jobs/p/gglxSZDkHaZU-Medical-Sales-Representative-Saudi-German-Hospital-Alexandria-Egypt,Full TimeHybridExperienced · 1+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Sales · Sales Target · sales skills · business · Experience · Pharmacy · Science · Vet,"Agami, Alexandria, Egypt ",Saudi German Hospital  -
Accounts Receivable Supervisor,https://wuzzuf.net/jobs/p/4VF64fbK30sM-Accounts-Receivable-Supervisor-Nerhadou-International-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting · Accounts Receivable · Finance,"6th of October, Giza, Egypt ",Nerhadou International -
R&D Specialist,https://wuzzuf.net/jobs/p/GZCML18Vvlxg-RD-Specialist-Nano-Shield-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · R&D/Science · Pharmaceutical · Biotechnology · Chemistry · Pharmacy · R&D · Research · Science,"Maadi, Cairo, Egypt ",Nano Shield -
Network Security Engineer,https://wuzzuf.net/jobs/p/Fsf3Jbxi6ViI-Network-Security-Engineer-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · TCP/IP · DNS · DHCP · BGP · Network Security · Networking · VPN,"Giza, Egypt ",Confidential -
cost estimation Engineer,https://wuzzuf.net/jobs/p/WlRazxskZeQM-cost-estimation-Engineer-Delta-Egypt-For-Lighting-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical · Engineering · Electrical · Manufacturing Industry,"Obour City, Cairo, Egypt ",Delta Egypt For Lighting  -
Senior BIM Engineer,https://wuzzuf.net/jobs/p/y8jArGc6DkyR-Senior-BIM-Engineer-COLAS-RAIL-Egypt-Giza-Egypt,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Architectural Engineering · Electrical Engineering · Mechanical Engineering · BIM · 3D · CAD · Civil · Electrical,"6th of October, Giza, Egypt ",COLAS RAIL Egypt -
Pre Sales Engineer,https://wuzzuf.net/jobs/p/vgeN93lUVkHa-Pre-Sales-Engineer-Injaz-Tech-for-advanced-systems-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Other · CCTV · AutoCAD · Electrical Engineering · Communication,"Nozha, Cairo, Egypt ",Injaz Tech for advanced systems -
Senior Network & Security Engineer,https://wuzzuf.net/jobs/p/jAhb2ssBeRdJ-Senior-Network-Security-Engineer-Universities-of-Canada-in-Egypt-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · CCNP · Cisco · Computer Engineering · Computer Science · Engineering · Information Technology (IT),"New Capital, Cairo, Egypt ",Universities of Canada in Egypt -
Marketing Executive,https://wuzzuf.net/jobs/p/nxPQKRhB98MX-Marketing-Executive-Universal-Education-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Market Research · Communication · Communication skills · digital marketing · Marketing · media · Social Media · SEO,"Cairo, Egypt ",Universal Education -
Planning Engineer/Construction,https://wuzzuf.net/jobs/p/IXwD4Yy1qguz-Planning-EngineerConstruction-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Construction · Engineering · Planning Engineer,"New Cairo, Cairo, Egypt ",Confidential -
Quality Assurance Manager,https://wuzzuf.net/jobs/p/e0j1GIhumJJj-Quality-Assurance-Manager-Wham-Clinics-Alexandria-Egypt,Full TimeOn-siteManager · 3+ Yrs of Exp · females_only · Medical/Healthcare · Quality · Pharmaceutical · Pharmaceutical · quality · Science · Quality Control · Quality Assurance,"Alexandria, Egypt ",Wham Clinics  -
MEP Procurement Team Leader,https://wuzzuf.net/jobs/p/Aov8kDkW8Z0w-MEP-Procurement-Team-Leader-REDCON-Construction-Co-S-A-E-Cairo-Egypt,Full TimeOn-siteExperienced · 8 - 12 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Procurement · Purchasing · MEP Procurement · Procurement Management,"Cairo, Egypt ",REDCON Construction Co. S.A.E -
MEP Procurement Manager,https://wuzzuf.net/jobs/p/SQl7IuPmqjtt-MEP-Procurement-Manager-REDCON-Construction-Co-S-A-E-Cairo-Egypt,Full TimeOn-siteManager · 15 - 20 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Procurement Management · MEP procurement · Purchasing · MEP · Procurement · Logistics · Supply Chain,"Cairo, Egypt ",REDCON Construction Co. S.A.E -
Quality Specialist,https://wuzzuf.net/jobs/p/GPwD7f4UEYxC-Quality-Specialist-Dar-Al-Fouad-Hospital-Giza-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Administration · Quality · Pharmacy · quality · TQM,"Giza, Giza, Egypt ",Dar Al-Fouad Hospital -
Operation Director,https://wuzzuf.net/jobs/p/gxxfZHGUT31a-Operation-Director-Pancakes-Foods-Giza-Egypt,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · females_preferred · Hospitality/Hotels/Food Services · Operations Management · Operations · Development,"6th of October, Giza, Egypt ",Pancakes Foods -
Quality Assurance Specialist,https://wuzzuf.net/jobs/p/ez1deuzcpkbd-Quality-Assurance-Specialist-Paymob-Solutions-Cairo-Egypt,Full TimeHybridExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Quality Assurance · quality · Training,"Cairo, Egypt ",Paymob Solutions -
Technical Sales Engineer - Alex & North Cost Area,https://wuzzuf.net/jobs/p/aCRUmvE32lVc-Technical-Sales-Engineer---Alex-North-Cost-Area-Unimix-Egypt-for-Readymix-concrete-Alexandria-Egypt,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Engineering · Construction · Technical Sales · Sales · Sales Skills · Sales Target · Sales Engineering · Readymix,"Alexandria, Egypt ",Unimix Egypt for Readymix concrete -
Compensation and Benefits Supervisor,https://wuzzuf.net/jobs/p/0WKN270ZpU9N-Compensation-and-Benefits-Supervisor-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Medical/Healthcare · Benefits · Compensation · Compensation &amp; Benefits · Compensation and Benefits · Human Resources (HR) · job evaluation · Labor Legislation · Payroll,"Nasr City, Cairo, Egypt ",Confidential -
